"dep";"jour";"nb"
"90";"2020-04-18";2
"91";"2020-04-18";29
"92";"2020-04-18";49
"93";"2020-04-18";33
"94";"2020-04-18";32
"95";"2020-04-18";26
"971";"2020-04-18";5
"972";"2020-04-18";1
"973";"2020-04-18";2
"974";"2020-04-18";1
"976";"2020-04-18";1
"01";"2020-04-19";10
"02";"2020-04-19";12
"03";"2020-04-19";3
"04";"2020-04-19";5
"05";"2020-04-19";5
"06";"2020-04-19";27
"07";"2020-04-19";5
"08";"2020-04-19";4
"09";"2020-04-19";2
"10";"2020-04-19";5
"11";"2020-04-19";5
"12";"2020-04-19";2
"13";"2020-04-19";49
"14";"2020-04-19";12
"15";"2020-04-19";3
"16";"2020-04-19";2
"17";"2020-04-19";5
"18";"2020-04-19";5
"19";"2020-04-19";4
"21";"2020-04-19";8
"22";"2020-04-19";8
"23";"2020-04-19";2
"24";"2020-04-19";3
"25";"2020-04-19";8
"26";"2020-04-19";11
"27";"2020-04-19";8
"28";"2020-04-19";10
"29";"2020-04-19";10
"2A";"2020-04-19";5
"2B";"2020-04-19";1
"30";"2020-04-19";4
"31";"2020-04-19";14
"32";"2020-04-19";2
"33";"2020-04-19";20
"34";"2020-04-19";17
"35";"2020-04-19";13
"36";"2020-04-19";9
"37";"2020-04-19";11
"38";"2020-04-19";11
"39";"2020-04-19";6
"40";"2020-04-19";2
"41";"2020-04-19";7
"42";"2020-04-19";14
"43";"2020-04-19";2
"44";"2020-04-19";21
"45";"2020-04-19";9
"46";"2020-04-19";4
"47";"2020-04-19";4
"48";"2020-04-19";1
"49";"2020-04-19";14
"50";"2020-04-19";10
"51";"2020-04-19";10
"52";"2020-04-19";5
"53";"2020-04-19";8
"54";"2020-04-19";18
"55";"2020-04-19";4
"56";"2020-04-19";10
"57";"2020-04-19";25
"58";"2020-04-19";3
"59";"2020-04-19";46
"60";"2020-04-19";21
"61";"2020-04-19";7
"62";"2020-04-19";27
"63";"2020-04-19";8
"64";"2020-04-19";7
"65";"2020-04-19";5
"66";"2020-04-19";3
"67";"2020-04-19";27
"68";"2020-04-19";27
"69";"2020-04-19";37
"70";"2020-04-19";5
"71";"2020-04-19";10
"72";"2020-04-19";13
"73";"2020-04-19";9
"74";"2020-04-19";18
"75";"2020-04-19";49
"76";"2020-04-19";18
"77";"2020-04-19";26
"78";"2020-04-19";34
"79";"2020-04-19";4
"80";"2020-04-19";14
"81";"2020-04-19";5
"82";"2020-04-19";3
"83";"2020-04-19";23
"84";"2020-04-19";11
"85";"2020-04-19";6
"86";"2020-04-19";3
"87";"2020-04-19";3
"88";"2020-04-19";12
"89";"2020-04-19";8
"90";"2020-04-19";2
"91";"2020-04-19";29
"92";"2020-04-19";49
"93";"2020-04-19";33
"94";"2020-04-19";32
"95";"2020-04-19";26
"971";"2020-04-19";5
"972";"2020-04-19";1
"973";"2020-04-19";2
"974";"2020-04-19";1
"976";"2020-04-19";1
"01";"2020-04-20";10
"02";"2020-04-20";12
"03";"2020-04-20";3
"04";"2020-04-20";5
"05";"2020-04-20";5
"06";"2020-04-20";27
"07";"2020-04-20";5
"08";"2020-04-20";4
"09";"2020-04-20";2
"10";"2020-04-20";5
"11";"2020-04-20";5
"12";"2020-04-20";3
"13";"2020-04-20";49
"14";"2020-04-20";12
"15";"2020-04-20";3
"16";"2020-04-20";2
"17";"2020-04-20";5
"18";"2020-04-20";5
"19";"2020-04-20";4
"21";"2020-04-20";8
"22";"2020-04-20";8
"23";"2020-04-20";2
"24";"2020-04-20";3
"25";"2020-04-20";8
"26";"2020-04-20";11
"27";"2020-04-20";8
"28";"2020-04-20";10
"29";"2020-04-20";10
"2A";"2020-04-20";5
"2B";"2020-04-20";1
"30";"2020-04-20";4
"31";"2020-04-20";14
"32";"2020-04-20";2
"33";"2020-04-20";20
"34";"2020-04-20";17
"35";"2020-04-20";13
"36";"2020-04-20";9
"37";"2020-04-20";11
"38";"2020-04-20";11
"39";"2020-04-20";6
"40";"2020-04-20";2
"41";"2020-04-20";7
"42";"2020-04-20";14
"43";"2020-04-20";2
"44";"2020-04-20";21
"45";"2020-04-20";9
"46";"2020-04-20";4
"47";"2020-04-20";4
"48";"2020-04-20";1
"49";"2020-04-20";14
"50";"2020-04-20";10
"51";"2020-04-20";10
"52";"2020-04-20";5
"53";"2020-04-20";8
"54";"2020-04-20";18
"55";"2020-04-20";4
"56";"2020-04-20";10
"57";"2020-04-20";25
"58";"2020-04-20";3
"59";"2020-04-20";46
"60";"2020-04-20";21
"61";"2020-04-20";7
"62";"2020-04-20";27
"63";"2020-04-20";8
"64";"2020-04-20";7
"65";"2020-04-20";5
"66";"2020-04-20";3
"67";"2020-04-20";27
"68";"2020-04-20";27
"69";"2020-04-20";37
"70";"2020-04-20";5
"71";"2020-04-20";10
"72";"2020-04-20";13
"73";"2020-04-20";9
"74";"2020-04-20";18
"75";"2020-04-20";49
"76";"2020-04-20";18
"77";"2020-04-20";28
"78";"2020-04-20";36
"79";"2020-04-20";4
"80";"2020-04-20";14
"81";"2020-04-20";5
"82";"2020-04-20";3
"83";"2020-04-20";24
"84";"2020-04-20";11
"85";"2020-04-20";6
"86";"2020-04-20";3
"87";"2020-04-20";3
"88";"2020-04-20";12
"89";"2020-04-20";8
"90";"2020-04-20";2
"91";"2020-04-20";29
"92";"2020-04-20";49
"93";"2020-04-20";35
"94";"2020-04-20";32
"95";"2020-04-20";27
"971";"2020-04-20";5
"972";"2020-04-20";1
"973";"2020-04-20";2
"974";"2020-04-20";1
"976";"2020-04-20";1
"01";"2020-04-21";10
"02";"2020-04-21";12
"03";"2020-04-21";3
"04";"2020-04-21";5
"05";"2020-04-21";5
"06";"2020-04-21";27
"07";"2020-04-21";5
"08";"2020-04-21";4
"09";"2020-04-21";2
"10";"2020-04-21";5
"11";"2020-04-21";5
"12";"2020-04-21";2
"13";"2020-04-21";49
"14";"2020-04-21";13
"15";"2020-04-21";3
"16";"2020-04-21";2
"17";"2020-04-21";5
"18";"2020-04-21";5
"19";"2020-04-21";4
"21";"2020-04-21";8
"22";"2020-04-21";8
"23";"2020-04-21";2
"24";"2020-04-21";3
"25";"2020-04-21";8
"26";"2020-04-21";12
"27";"2020-04-21";8
"28";"2020-04-21";10
"29";"2020-04-21";10
"2A";"2020-04-21";5
"2B";"2020-04-21";1
"30";"2020-04-21";4
"31";"2020-04-21";14
"32";"2020-04-21";2
"33";"2020-04-21";20
"34";"2020-04-21";17
"35";"2020-04-21";13
"36";"2020-04-21";9
"37";"2020-04-21";11
"38";"2020-04-21";11
"39";"2020-04-21";6
"40";"2020-04-21";2
"41";"2020-04-21";7
"42";"2020-04-21";14
"43";"2020-04-21";2
"44";"2020-04-21";21
"45";"2020-04-21";10
"46";"2020-04-21";4
"47";"2020-04-21";4
"48";"2020-04-21";1
"49";"2020-04-21";15
"50";"2020-04-21";10
"51";"2020-04-21";10
"52";"2020-04-21";5
"53";"2020-04-21";8
"54";"2020-04-21";19
"55";"2020-04-21";4
"56";"2020-04-21";10
"57";"2020-04-21";25
"58";"2020-04-21";3
"59";"2020-04-21";46
"60";"2020-04-21";22
"61";"2020-04-21";7
"62";"2020-04-21";27
"63";"2020-04-21";8
"64";"2020-04-21";7
"65";"2020-04-21";5
"66";"2020-04-21";3
"67";"2020-04-21";27
"68";"2020-04-21";27
"69";"2020-04-21";37
"70";"2020-04-21";5
"71";"2020-04-21";11
"72";"2020-04-21";13
"73";"2020-04-21";9
"74";"2020-04-21";18
"75";"2020-04-21";50
"76";"2020-04-21";20
"77";"2020-04-21";28
"78";"2020-04-21";36
"79";"2020-04-21";4
"80";"2020-04-21";14
"81";"2020-04-21";5
"82";"2020-04-21";3
"83";"2020-04-21";24
"84";"2020-04-21";11
"85";"2020-04-21";6
"86";"2020-04-21";3
"87";"2020-04-21";3
"88";"2020-04-21";12
"89";"2020-04-21";8
"90";"2020-04-21";2
"91";"2020-04-21";29
"92";"2020-04-21";49
"93";"2020-04-21";35
"94";"2020-04-21";32
"95";"2020-04-21";28
"971";"2020-04-21";5
"972";"2020-04-21";1
"973";"2020-04-21";2
"974";"2020-04-21";1
"976";"2020-04-21";1
"01";"2020-04-22";10
"02";"2020-04-22";12
"03";"2020-04-22";3
"04";"2020-04-22";5
"05";"2020-04-22";6
"06";"2020-04-22";27
"07";"2020-04-22";5
"08";"2020-04-22";4
"09";"2020-04-22";2
"10";"2020-04-22";5
"11";"2020-04-22";5
"12";"2020-04-22";2
"13";"2020-04-22";50
"14";"2020-04-22";13
"15";"2020-04-22";3
"16";"2020-04-22";2
"17";"2020-04-22";6
"18";"2020-04-22";5
"19";"2020-04-22";4
"21";"2020-04-22";8
"22";"2020-04-22";9
"23";"2020-04-22";2
"24";"2020-04-22";3
"25";"2020-04-22";8
"26";"2020-04-22";12
"27";"2020-04-22";8
"28";"2020-04-22";10
"29";"2020-04-22";10
"2A";"2020-04-22";5
"2B";"2020-04-22";1
"30";"2020-04-22";4
"31";"2020-04-22";14
"32";"2020-04-22";2
"33";"2020-04-22";20
"34";"2020-04-22";17
"35";"2020-04-22";14
"36";"2020-04-22";9
"37";"2020-04-22";11
"38";"2020-04-22";11
"39";"2020-04-22";6
"40";"2020-04-22";2
"41";"2020-04-22";7
"42";"2020-04-22";14
"43";"2020-04-22";2
"44";"2020-04-22";21
"45";"2020-04-22";10
"46";"2020-04-22";4
"47";"2020-04-22";4
"48";"2020-04-22";1
"49";"2020-04-22";15
"50";"2020-04-22";10
"51";"2020-04-22";10
"52";"2020-04-22";5
"53";"2020-04-22";8
"54";"2020-04-22";19
"55";"2020-04-22";4
"56";"2020-04-22";11
"57";"2020-04-22";25
"58";"2020-04-22";3
"59";"2020-04-22";46
"60";"2020-04-22";22
"61";"2020-04-22";7
"62";"2020-04-22";27
"63";"2020-04-22";8
"64";"2020-04-22";7
"65";"2020-04-22";5
"66";"2020-04-22";3
"67";"2020-04-22";27
"68";"2020-04-22";27
"69";"2020-04-22";37
"70";"2020-04-22";5
"71";"2020-04-22";12
"72";"2020-04-22";13
"73";"2020-04-22";9
"74";"2020-04-22";18
"75";"2020-04-22";50
"76";"2020-04-22";20
"77";"2020-04-22";28
"78";"2020-04-22";37
"79";"2020-04-22";4
"80";"2020-04-22";15
"81";"2020-04-22";5
"82";"2020-04-22";3
"83";"2020-04-22";24
"84";"2020-04-22";10
"85";"2020-04-22";6
"86";"2020-04-22";3
"87";"2020-04-22";3
"88";"2020-04-22";12
"89";"2020-04-22";9
"90";"2020-04-22";2
"91";"2020-04-22";30
"92";"2020-04-22";50
"93";"2020-04-22";35
"94";"2020-04-22";32
"95";"2020-04-22";29
"971";"2020-04-22";5
"972";"2020-04-22";1
"973";"2020-04-22";2
"974";"2020-04-22";1
"976";"2020-04-22";1
"01";"2020-04-23";10
"02";"2020-04-23";12
"03";"2020-04-23";3
"04";"2020-04-23";5
"05";"2020-04-23";5
"06";"2020-04-23";27
"07";"2020-04-23";5
"08";"2020-04-23";4
"09";"2020-04-23";2
"10";"2020-04-23";5
"11";"2020-04-23";5
"12";"2020-04-23";2
"13";"2020-04-23";51
"14";"2020-04-23";13
"15";"2020-04-23";3
"16";"2020-04-23";2
"17";"2020-04-23";6
"18";"2020-04-23";5
"19";"2020-04-23";4
"21";"2020-04-23";8
"22";"2020-04-23";9
"23";"2020-04-23";2
"24";"2020-04-23";3
"25";"2020-04-23";8
"26";"2020-04-23";12
"27";"2020-04-23";8
"28";"2020-04-23";10
"29";"2020-04-23";11
"2A";"2020-04-23";5
"2B";"2020-04-23";1
"30";"2020-04-23";4
"31";"2020-04-23";14
"32";"2020-04-23";2
"33";"2020-04-23";20
"34";"2020-04-23";17
"35";"2020-04-23";15
"36";"2020-04-23";9
"37";"2020-04-23";12
"38";"2020-04-23";11
"39";"2020-04-23";6
"40";"2020-04-23";2
"41";"2020-04-23";7
"42";"2020-04-23";14
"43";"2020-04-23";2
"44";"2020-04-23";21
"45";"2020-04-23";12
"46";"2020-04-23";4
"47";"2020-04-23";4
"48";"2020-04-23";1
"49";"2020-04-23";17
"50";"2020-04-23";10
"51";"2020-04-23";10
"52";"2020-04-23";5
"53";"2020-04-23";8
"54";"2020-04-23";19
"55";"2020-04-23";4
"56";"2020-04-23";11
"57";"2020-04-23";25
"58";"2020-04-23";3
"59";"2020-04-23";47
"60";"2020-04-23";22
"61";"2020-04-23";7
"62";"2020-04-23";27
"63";"2020-04-23";7
"64";"2020-04-23";7
"65";"2020-04-23";5
"66";"2020-04-23";3
"67";"2020-04-23";27
"68";"2020-04-23";28
"69";"2020-04-23";37
"70";"2020-04-23";6
"71";"2020-04-23";13
"72";"2020-04-23";13
"73";"2020-04-23";9
"74";"2020-04-23";18
"75";"2020-04-23";50
"76";"2020-04-23";20
"77";"2020-04-23";28
"78";"2020-04-23";37
"79";"2020-04-23";4
"80";"2020-04-23";15
"81";"2020-04-23";5
"82";"2020-04-23";3
"83";"2020-04-23";25
"84";"2020-04-23";10
"85";"2020-04-23";6
"86";"2020-04-23";3
"87";"2020-04-23";3
"88";"2020-04-23";12
"89";"2020-04-23";8
"90";"2020-04-23";2
"91";"2020-04-23";30
"92";"2020-04-23";50
"93";"2020-04-23";36
"94";"2020-04-23";33
"95";"2020-04-23";29
"971";"2020-04-23";5
"972";"2020-04-23";1
"973";"2020-04-23";2
"974";"2020-04-23";1
"976";"2020-04-23";1
