"reg";"cl_age90";"jour";"hosp";"rea";"rad";"dc"
"32";"79";"2020-04-16";565;147;450;233
"32";"89";"2020-04-16";712;34;311;398
"32";"90";"2020-04-16";286;1;109;193
"44";"0";"2020-04-16";4769;810;5618;2306
"44";"09";"2020-04-16";0;0;0;0
"44";"19";"2020-04-16";14;1;41;0
"44";"29";"2020-04-16";43;8;206;2
"44";"39";"2020-04-16";87;23;326;12
"44";"49";"2020-04-16";177;46;516;25
"44";"59";"2020-04-16";461;150;958;61
"44";"69";"2020-04-16";899;280;1181;222
"44";"79";"2020-04-16";1143;256;1132;597
"44";"89";"2020-04-16";1317;42;846;963
"44";"90";"2020-04-16";579;0;248;416
"52";"0";"2020-04-16";799;136;876;235
"52";"09";"2020-04-16";0;0;0;0
"52";"19";"2020-04-16";0;0;2;0
"52";"29";"2020-04-16";5;2;40;0
"52";"39";"2020-04-16";11;5;63;0
"52";"49";"2020-04-16";30;12;116;1
"52";"59";"2020-04-16";69;21;146;7
"52";"69";"2020-04-16";137;46;170;22
"52";"79";"2020-04-16";172;48;179;42
"52";"89";"2020-04-16";245;2;131;95
"52";"90";"2020-04-16";130;0;25;68
"53";"0";"2020-04-16";484;102;576;166
"53";"09";"2020-04-16";0;0;0;0
"53";"19";"2020-04-16";1;0;4;0
"53";"29";"2020-04-16";2;1;21;0
"53";"39";"2020-04-16";7;0;51;0
"53";"49";"2020-04-16";31;8;64;0
"53";"59";"2020-04-16";59;20;101;3
"53";"69";"2020-04-16";73;35;116;21
"53";"79";"2020-04-16";118;36;135;34
"53";"89";"2020-04-16";123;2;62;60
"53";"90";"2020-04-16";66;0;14;48
"75";"0";"2020-04-16";812;220;973;220
"75";"09";"2020-04-16";0;0;0;0
"75";"19";"2020-04-16";4;0;7;0
"75";"29";"2020-04-16";10;2;39;1
"75";"39";"2020-04-16";14;5;73;0
"75";"49";"2020-04-16";33;14;104;0
"75";"59";"2020-04-16";75;38;189;8
"75";"69";"2020-04-16";153;75;217;16
"75";"79";"2020-04-16";186;66;153;50
"75";"89";"2020-04-16";221;20;123;86
"75";"90";"2020-04-16";111;0;51;58
"76";"0";"2020-04-16";870;256;1526;281
"76";"09";"2020-04-16";0;0;0;0
"76";"19";"2020-04-16";3;1;13;0
"76";"29";"2020-04-16";7;1;74;1
"76";"39";"2020-04-16";11;1;116;1
"76";"49";"2020-04-16";37;9;197;1
"76";"59";"2020-04-16";94;43;297;8
"76";"69";"2020-04-16";165;83;280;28
"76";"79";"2020-04-16";224;96;291;58
"76";"89";"2020-04-16";213;19;181;125
"76";"90";"2020-04-16";116;3;59;59
"84";"0";"2020-04-16";2970;628;3460;927
"84";"09";"2020-04-16";0;0;0;0
"84";"19";"2020-04-16";7;3;29;0
"84";"29";"2020-04-16";22;3;148;0
"84";"39";"2020-04-16";43;8;239;4
"84";"49";"2020-04-16";90;27;365;8
"84";"59";"2020-04-16";236;80;611;25
"84";"69";"2020-04-16";494;214;662;61
"84";"79";"2020-04-16";720;235;643;197
"84";"89";"2020-04-16";828;42;525;406
"84";"90";"2020-04-16";493;4;153;212
"93";"0";"2020-04-16";1883;393;2454;421
"93";"09";"2020-04-16";0;0;0;0
"93";"19";"2020-04-16";5;1;34;0
"93";"29";"2020-04-16";41;5;170;1
"93";"39";"2020-04-16";68;8;241;1
"93";"49";"2020-04-16";97;26;337;3
"93";"59";"2020-04-16";223;63;485;22
"93";"69";"2020-04-16";320;99;479;30
"93";"79";"2020-04-16";419;126;343;96
"93";"89";"2020-04-16";439;41;230;177
"93";"90";"2020-04-16";240;6;94;87
"94";"0";"2020-04-16";84;15;134;41
"94";"09";"2020-04-16";0;0;0;0
"94";"19";"2020-04-16";0;0;1;0
"94";"29";"2020-04-16";0;0;14;0
"94";"39";"2020-04-16";2;0;14;0
"94";"49";"2020-04-16";2;1;19;1
"94";"59";"2020-04-16";10;3;22;1
"94";"69";"2020-04-16";16;3;21;1
"94";"79";"2020-04-16";28;8;17;11
"94";"89";"2020-04-16";18;0;14;22
"94";"90";"2020-04-16";8;0;6;5
"01";"0";"2020-04-17";36;19;59;10
"01";"09";"2020-04-17";0;0;0;0
"01";"19";"2020-04-17";1;0;1;0
"01";"29";"2020-04-17";0;0;1;0
"01";"39";"2020-04-17";1;0;3;0
"01";"49";"2020-04-17";2;1;4;0
"01";"59";"2020-04-17";7;5;16;1
"01";"69";"2020-04-17";8;4;14;2
"01";"79";"2020-04-17";10;7;9;4
"01";"89";"2020-04-17";7;2;10;3
"01";"90";"2020-04-17";0;0;0;0
"02";"0";"2020-04-17";38;17;59;6
"02";"09";"2020-04-17";0;0;0;0
"02";"19";"2020-04-17";0;0;0;0
"02";"29";"2020-04-17";1;0;2;0
"02";"39";"2020-04-17";1;0;3;0
"02";"49";"2020-04-17";3;0;9;0
"02";"59";"2020-04-17";10;7;16;0
"02";"69";"2020-04-17";10;4;13;1
"02";"79";"2020-04-17";7;4;14;1
"02";"89";"2020-04-17";5;2;2;3
"02";"90";"2020-04-17";1;0;0;1
"03";"0";"2020-04-17";8;2;25;0
"03";"09";"2020-04-17";0;0;0;0
"03";"19";"2020-04-17";0;0;1;0
"03";"29";"2020-04-17";0;0;3;0
"03";"39";"2020-04-17";2;0;3;0
"03";"49";"2020-04-17";1;0;9;0
"03";"59";"2020-04-17";0;0;2;0
"03";"69";"2020-04-17";2;0;2;0
"03";"79";"2020-04-17";2;2;2;0
"03";"89";"2020-04-17";1;0;1;0
"03";"90";"2020-04-17";0;0;0;0
"04";"0";"2020-04-17";17;3;86;0
"04";"09";"2020-04-17";0;0;0;0
"04";"19";"2020-04-17";1;0;2;0
"04";"29";"2020-04-17";1;0;13;0
"04";"39";"2020-04-17";0;0;12;0
"04";"49";"2020-04-17";1;0;10;0
"04";"59";"2020-04-17";2;1;18;0
"04";"69";"2020-04-17";4;1;18;0
"04";"79";"2020-04-17";3;0;11;0
"04";"89";"2020-04-17";5;1;2;0
"04";"90";"2020-04-17";0;0;0;0
"06";"0";"2020-04-17";22;6;41;4
"06";"09";"2020-04-17";0;0;0;0
"06";"19";"2020-04-17";1;1;1;0
"06";"29";"2020-04-17";0;0;6;0
"06";"39";"2020-04-17";2;1;4;0
"06";"49";"2020-04-17";4;1;11;1
"06";"59";"2020-04-17";5;0;8;2
"06";"69";"2020-04-17";4;2;7;0
"06";"79";"2020-04-17";2;1;2;0
"06";"89";"2020-04-17";4;0;2;1
"06";"90";"2020-04-17";0;0;0;0
"11";"0";"2020-04-17";12766;2341;11927;4510
"11";"09";"2020-04-17";0;0;0;1
"11";"19";"2020-04-17";33;10;75;2
"11";"29";"2020-04-17";167;27;443;9
"11";"39";"2020-04-17";453;106;1109;33
"11";"49";"2020-04-17";895;254;1696;85
"11";"59";"2020-04-17";1791;623;2485;313
"11";"69";"2020-04-17";2404;768;2475;641
"11";"79";"2020-04-17";2571;463;1838;1106
"11";"89";"2020-04-17";2774;53;1149;1455
"11";"90";"2020-04-17";1526;6;330;828
"24";"0";"2020-04-17";973;174;821;264
"24";"09";"2020-04-17";0;0;0;0
"24";"19";"2020-04-17";0;0;11;0
"24";"29";"2020-04-17";5;2;27;0
"24";"39";"2020-04-17";16;5;46;2
"24";"49";"2020-04-17";29;9;100;3
"24";"59";"2020-04-17";68;22;128;6
"24";"69";"2020-04-17";159;61;157;18
"24";"79";"2020-04-17";221;62;160;46
"24";"89";"2020-04-17";283;11;123;108
"24";"90";"2020-04-17";185;2;46;79
"27";"0";"2020-04-17";1380;262;1728;623
"27";"09";"2020-04-17";0;0;0;0
"27";"19";"2020-04-17";5;1;15;0
"27";"29";"2020-04-17";4;0;62;0
"27";"39";"2020-04-17";13;3;116;2
"27";"49";"2020-04-17";28;11;180;4
"27";"59";"2020-04-17";105;49;274;12
"27";"69";"2020-04-17";213;78;326;50
"27";"79";"2020-04-17";333;101;324;130
"27";"89";"2020-04-17";450;17;320;290
"27";"90";"2020-04-17";223;1;97;133
"28";"0";"2020-04-17";660;152;743;262
"28";"09";"2020-04-17";0;0;0;0
"28";"19";"2020-04-17";2;1;4;0
"28";"29";"2020-04-17";4;0;30;0
"28";"39";"2020-04-17";16;5;62;1
"28";"49";"2020-04-17";34;16;92;7
"28";"59";"2020-04-17";66;25;147;12
"28";"69";"2020-04-17";132;41;149;42
"28";"79";"2020-04-17";163;50;133;56
"28";"89";"2020-04-17";166;13;92;99
"28";"90";"2020-04-17";76;0;24;45
"32";"0";"2020-04-17";2517;494;2662;1054
"32";"09";"2020-04-17";0;0;0;0
"32";"19";"2020-04-17";11;0;9;0
"32";"29";"2020-04-17";23;4;113;1
"32";"39";"2020-04-17";52;12;215;2
"32";"49";"2020-04-17";106;39;348;8
"32";"59";"2020-04-17";260;91;512;45
"32";"69";"2020-04-17";476;168;476;131
"32";"79";"2020-04-17";566;146;479;242
"32";"89";"2020-04-17";711;30;347;418
"32";"90";"2020-04-17";292;1;122;202
"44";"0";"2020-04-17";4725;789;5828;2358
"44";"09";"2020-04-17";0;0;0;0
"44";"19";"2020-04-17";14;1;43;0
"44";"29";"2020-04-17";43;8;207;2
"44";"39";"2020-04-17";84;22;332;13
"44";"49";"2020-04-17";171;46;532;26
"44";"59";"2020-04-17";446;139;991;62
"44";"69";"2020-04-17";882;270;1222;229
"44";"79";"2020-04-17";1120;254;1184;607
"44";"89";"2020-04-17";1329;44;888;984
"44";"90";"2020-04-17";591;0;261;426
"52";"0";"2020-04-17";802;131;910;242
"52";"09";"2020-04-17";0;0;0;0
"52";"19";"2020-04-17";0;0;3;0
"52";"29";"2020-04-17";5;2;41;0
"52";"39";"2020-04-17";11;5;64;0
"52";"49";"2020-04-17";27;12;122;1
"52";"59";"2020-04-17";69;20;146;7
"52";"69";"2020-04-17";140;44;175;22
"52";"79";"2020-04-17";176;46;185;43
"52";"89";"2020-04-17";245;2;141;97
"52";"90";"2020-04-17";129;0;29;72
"53";"0";"2020-04-17";483;93;596;171
"53";"09";"2020-04-17";0;0;0;0
"53";"19";"2020-04-17";1;0;4;0
"53";"29";"2020-04-17";2;1;21;0
"53";"39";"2020-04-17";8;0;51;0
"53";"49";"2020-04-17";29;6;68;0
"53";"59";"2020-04-17";58;17;103;3
"53";"69";"2020-04-17";73;34;119;21
"53";"79";"2020-04-17";120;34;136;36
"53";"89";"2020-04-17";123;1;70;61
"53";"90";"2020-04-17";65;0;16;50
"75";"0";"2020-04-17";830;203;1002;233
"75";"09";"2020-04-17";0;0;0;0
"75";"19";"2020-04-17";5;1;7;0
"75";"29";"2020-04-17";8;2;43;1
"75";"39";"2020-04-17";14;4;74;0
"75";"49";"2020-04-17";29;11;107;1
"75";"59";"2020-04-17";84;33;192;9
"75";"69";"2020-04-17";151;70;224;17
"75";"79";"2020-04-17";189;63;156;52
"75";"89";"2020-04-17";230;18;129;92
"75";"90";"2020-04-17";115;1;53;60
"76";"0";"2020-04-17";866;243;1583;290
"76";"09";"2020-04-17";0;0;0;0
"76";"19";"2020-04-17";3;1;13;0
"76";"29";"2020-04-17";6;1;76;2
"76";"39";"2020-04-17";10;1;122;1
"76";"49";"2020-04-17";33;8;202;1
"76";"59";"2020-04-17";91;37;304;9
"76";"69";"2020-04-17";160;84;292;30
"76";"79";"2020-04-17";219;88;303;60
"76";"89";"2020-04-17";218;20;189;128
"76";"90";"2020-04-17";125;3;65;59
"84";"0";"2020-04-17";2965;601;3637;954
"84";"09";"2020-04-17";0;0;0;0
"84";"19";"2020-04-17";7;3;29;0
"84";"29";"2020-04-17";22;3;153;0
"84";"39";"2020-04-17";37;8;252;4
"84";"49";"2020-04-17";88;25;382;8
"84";"59";"2020-04-17";231;76;636;27
"84";"69";"2020-04-17";484;200;685;62
"84";"79";"2020-04-17";720;227;674;201
"84";"89";"2020-04-17";847;43;560;416
"84";"90";"2020-04-17";494;3;176;222
"93";"0";"2020-04-17";1889;378;2572;447
"93";"09";"2020-04-17";0;0;0;0
"93";"19";"2020-04-17";5;0;35;0
"93";"29";"2020-04-17";43;5;172;1
"93";"39";"2020-04-17";60;8;250;1
"93";"49";"2020-04-17";88;24;350;3
"93";"59";"2020-04-17";213;59;507;23
"93";"69";"2020-04-17";311;97;504;32
"93";"79";"2020-04-17";417;122;368;102
"93";"89";"2020-04-17";462;38;243;190
"93";"90";"2020-04-17";259;6;102;91
"94";"0";"2020-04-17";84;14;135;42
"94";"09";"2020-04-17";0;0;0;0
"94";"19";"2020-04-17";0;0;1;0
"94";"29";"2020-04-17";0;0;14;0
"94";"39";"2020-04-17";2;0;14;0
"94";"49";"2020-04-17";2;1;19;1
"94";"59";"2020-04-17";10;2;22;1
"94";"69";"2020-04-17";16;3;21;1
"94";"79";"2020-04-17";27;7;18;12
"94";"89";"2020-04-17";19;1;14;22
"94";"90";"2020-04-17";8;0;6;5
"01";"0";"2020-04-18";33;17;61;11
"01";"09";"2020-04-18";0;0;0;0
"01";"19";"2020-04-18";1;0;1;0
"01";"29";"2020-04-18";0;0;1;0
"01";"39";"2020-04-18";1;0;3;0
"01";"49";"2020-04-18";2;1;4;0
"01";"59";"2020-04-18";5;4;17;2
"01";"69";"2020-04-18";8;4;14;2
"01";"79";"2020-04-18";9;6;10;4
"01";"89";"2020-04-18";7;2;10;3
"01";"90";"2020-04-18";0;0;0;0
"02";"0";"2020-04-18";36;14;60;7
"02";"09";"2020-04-18";0;0;0;0
"02";"19";"2020-04-18";0;0;0;0
"02";"29";"2020-04-18";1;0;2;0
"02";"39";"2020-04-18";1;0;3;0
"02";"49";"2020-04-18";3;0;9;0
"02";"59";"2020-04-18";9;6;17;0
"02";"69";"2020-04-18";10;4;13;1
"02";"79";"2020-04-18";6;3;14;2
"02";"89";"2020-04-18";5;1;2;3
"02";"90";"2020-04-18";1;0;0;1
"03";"0";"2020-04-18";8;2;25;0
"03";"09";"2020-04-18";0;0;0;0
"03";"19";"2020-04-18";0;0;1;0
"03";"29";"2020-04-18";0;0;3;0
"03";"39";"2020-04-18";2;0;3;0
"03";"49";"2020-04-18";1;0;9;0
"03";"59";"2020-04-18";0;0;2;0
"03";"69";"2020-04-18";2;0;2;0
"03";"79";"2020-04-18";2;2;2;0
"03";"89";"2020-04-18";1;0;1;0
"03";"90";"2020-04-18";0;0;0;0
"04";"0";"2020-04-18";14;2;89;0
"04";"09";"2020-04-18";0;0;0;0
"04";"19";"2020-04-18";1;0;2;0
"04";"29";"2020-04-18";0;0;14;0
"04";"39";"2020-04-18";0;0;12;0
"04";"49";"2020-04-18";1;0;10;0
"04";"59";"2020-04-18";2;1;18;0
"04";"69";"2020-04-18";4;1;18;0
"04";"79";"2020-04-18";2;0;12;0
"04";"89";"2020-04-18";4;0;3;0
"04";"90";"2020-04-18";0;0;0;0
"06";"0";"2020-04-18";24;5;41;4
"06";"09";"2020-04-18";0;0;0;0
"06";"19";"2020-04-18";2;1;1;0
"06";"29";"2020-04-18";0;0;6;0
"06";"39";"2020-04-18";2;0;4;0
"06";"49";"2020-04-18";5;1;11;1
"06";"59";"2020-04-18";5;0;8;2
"06";"69";"2020-04-18";4;2;7;0
"06";"79";"2020-04-18";2;1;2;0
"06";"89";"2020-04-18";4;0;2;1
"06";"90";"2020-04-18";0;0;0;0
"11";"0";"2020-04-18";12490;2293;12555;4664
"11";"09";"2020-04-18";0;0;0;1
"11";"19";"2020-04-18";37;12;76;3
"11";"29";"2020-04-18";149;25;468;10
"11";"39";"2020-04-18";426;105;1146;33
"11";"49";"2020-04-18";844;246;1773;87
"11";"59";"2020-04-18";1693;603;2623;323
"11";"69";"2020-04-18";2334;754;2597;663
"11";"79";"2020-04-18";2552;459;1937;1141
"11";"89";"2020-04-18";2765;53;1233;1501
"11";"90";"2020-04-18";1549;6;367;862
"24";"0";"2020-04-18";963;166;853;276
"24";"09";"2020-04-18";0;0;0;0
"24";"19";"2020-04-18";0;0;11;0
"24";"29";"2020-04-18";6;2;27;0
"24";"39";"2020-04-18";14;5;48;2
"24";"49";"2020-04-18";28;10;105;3
"24";"59";"2020-04-18";68;22;133;6
"24";"69";"2020-04-18";154;54;161;20
"24";"79";"2020-04-18";222;58;164;46
"24";"89";"2020-04-18";284;12;130;111
"24";"90";"2020-04-18";180;3;50;86
"27";"0";"2020-04-18";1351;255;1788;644
"27";"09";"2020-04-18";0;0;0;0
"27";"19";"2020-04-18";5;1;15;0
"27";"29";"2020-04-18";3;0;63;0
"27";"39";"2020-04-18";13;3;118;2
"27";"49";"2020-04-18";26;9;184;4
"27";"59";"2020-04-18";102;45;282;14
"27";"69";"2020-04-18";206;77;332;55
"27";"79";"2020-04-18";329;99;341;133
"27";"89";"2020-04-18";439;18;339;294
"27";"90";"2020-04-18";222;2;100;140
"28";"0";"2020-04-18";657;146;789;267
"28";"09";"2020-04-18";0;0;0;0
"28";"19";"2020-04-18";2;0;4;0
"28";"29";"2020-04-18";7;1;31;0
"28";"39";"2020-04-18";14;5;68;1
"28";"49";"2020-04-18";31;14;98;7
"28";"59";"2020-04-18";65;24;153;12
"28";"69";"2020-04-18";128;39;158;43
"28";"79";"2020-04-18";159;50;140;58
"28";"89";"2020-04-18";171;12;102;101
"28";"90";"2020-04-18";79;0;25;45
"32";"0";"2020-04-18";2516;476;2744;1077
"32";"09";"2020-04-18";0;0;0;0
"32";"19";"2020-04-18";10;0;10;0
"32";"29";"2020-04-18";23;4;118;1
"32";"39";"2020-04-18";50;11;226;2
"32";"49";"2020-04-18";112;38;361;8
"32";"59";"2020-04-18";252;89;526;45
"32";"69";"2020-04-18";469;157;490;135
"32";"79";"2020-04-18";569;144;488;244
"32";"89";"2020-04-18";709;29;359;430
"32";"90";"2020-04-18";302;1;123;207
"44";"0";"2020-04-18";4632;757;6058;2422
"44";"09";"2020-04-18";0;0;0;0
"44";"19";"2020-04-18";15;1;43;0
"44";"29";"2020-04-18";39;8;212;2
"44";"39";"2020-04-18";79;20;339;13
"44";"49";"2020-04-18";169;44;545;26
"44";"59";"2020-04-18";436;133;1015;63
"44";"69";"2020-04-18";850;258;1266;242
"44";"79";"2020-04-18";1102;245;1232;622
"44";"89";"2020-04-18";1301;42;954;1007
"44";"90";"2020-04-18";594;1;281;439
"52";"0";"2020-04-18";787;125;939;251
"52";"09";"2020-04-18";0;0;0;0
"52";"19";"2020-04-18";0;0;3;0
"52";"29";"2020-04-18";5;1;41;0
"52";"39";"2020-04-18";13;5;64;0
"52";"49";"2020-04-18";25;11;125;1
"52";"59";"2020-04-18";62;19;152;7
"52";"69";"2020-04-18";137;43;182;22
"52";"79";"2020-04-18";173;44;191;43
"52";"89";"2020-04-18";242;2;146;102
"52";"90";"2020-04-18";129;0;31;76
"53";"0";"2020-04-18";468;88;627;181
"53";"09";"2020-04-18";0;0;0;0
"53";"19";"2020-04-18";1;0;4;0
"53";"29";"2020-04-18";3;1;21;0
"53";"39";"2020-04-18";9;0;54;0
"53";"49";"2020-04-18";29;6;71;0
"53";"59";"2020-04-18";54;15;107;3
"53";"69";"2020-04-18";75;33;122;22
"53";"79";"2020-04-18";117;31;140;38
"53";"89";"2020-04-18";112;2;82;67
"53";"90";"2020-04-18";65;0;17;51
"75";"0";"2020-04-18";812;193;1047;241
"75";"09";"2020-04-18";0;0;0;0
"75";"19";"2020-04-18";5;1;7;0
"75";"29";"2020-04-18";5;2;47;1
"75";"39";"2020-04-18";12;3;74;0
"75";"49";"2020-04-18";26;10;110;1
"75";"59";"2020-04-18";79;32;201;9
"75";"69";"2020-04-18";149;65;231;17
"75";"79";"2020-04-18";178;59;169;53
"75";"89";"2020-04-18";227;20;137;96
"75";"90";"2020-04-18";128;1;54;63
"76";"0";"2020-04-18";860;240;1676;292
"76";"09";"2020-04-18";0;0;0;0
"76";"19";"2020-04-18";2;1;14;0
"76";"29";"2020-04-18";5;1;77;1
"76";"39";"2020-04-18";9;1;123;1
"76";"49";"2020-04-18";28;7;212;1
"76";"59";"2020-04-18";89;37;314;9
"76";"69";"2020-04-18";153;86;311;30
"76";"79";"2020-04-18";211;84;318;61
"76";"89";"2020-04-18";227;20;201;130
"76";"90";"2020-04-18";135;3;88;59
"84";"0";"2020-04-18";2942;578;3797;992
"84";"09";"2020-04-18";0;0;0;0
"84";"19";"2020-04-18";6;3;30;0
"84";"29";"2020-04-18";22;2;157;0
"84";"39";"2020-04-18";37;9;259;4
"84";"49";"2020-04-18";89;24;389;8
"84";"59";"2020-04-18";222;77;657;27
"84";"69";"2020-04-18";452;191;720;66
"84";"79";"2020-04-18";721;220;699;205
"84";"89";"2020-04-18";840;39;598;436
"84";"90";"2020-04-18";519;3;197;231
"93";"0";"2020-04-18";1846;364;2682;463
"93";"09";"2020-04-18";0;0;0;0
"93";"19";"2020-04-18";5;0;35;0
"93";"29";"2020-04-18";43;4;177;1
"93";"39";"2020-04-18";59;7;254;1
"93";"49";"2020-04-18";83;22;362;3
"93";"59";"2020-04-18";202;58;526;23
"93";"69";"2020-04-18";288;94;534;32
"93";"79";"2020-04-18";415;120;387;105
"93";"89";"2020-04-18";467;37;259;195
"93";"90";"2020-04-18";259;6;107;98
"94";"0";"2020-04-18";76;12;146;42
"94";"09";"2020-04-18";0;0;0;0
"94";"19";"2020-04-18";0;0;1;0
"94";"29";"2020-04-18";0;0;14;0
"94";"39";"2020-04-18";1;0;15;0
"94";"49";"2020-04-18";3;1;19;1
"94";"59";"2020-04-18";7;1;25;1
"94";"69";"2020-04-18";15;3;22;1
"94";"79";"2020-04-18";26;7;20;12
"94";"89";"2020-04-18";17;0;17;22
"94";"90";"2020-04-18";7;0;7;5
"01";"0";"2020-04-19";34;17;61;11
"01";"09";"2020-04-19";0;0;0;0
"01";"19";"2020-04-19";1;0;1;0
"01";"29";"2020-04-19";0;0;1;0
"01";"39";"2020-04-19";1;0;3;0
"01";"49";"2020-04-19";2;1;4;0
"01";"59";"2020-04-19";5;4;17;2
"01";"69";"2020-04-19";8;4;14;2
"01";"79";"2020-04-19";10;6;10;4
"01";"89";"2020-04-19";7;2;10;3
"01";"90";"2020-04-19";0;0;0;0
"02";"0";"2020-04-19";37;13;60;7
"02";"09";"2020-04-19";0;0;0;0
"02";"19";"2020-04-19";0;0;0;0
"02";"29";"2020-04-19";1;0;2;0
"02";"39";"2020-04-19";1;0;3;0
"02";"49";"2020-04-19";3;0;9;0
"02";"59";"2020-04-19";9;6;17;0
"02";"69";"2020-04-19";11;4;13;1
"02";"79";"2020-04-19";6;2;14;2
"02";"89";"2020-04-19";5;1;2;3
"02";"90";"2020-04-19";1;0;0;1
"03";"0";"2020-04-19";5;2;28;0
"03";"09";"2020-04-19";0;0;0;0
"03";"19";"2020-04-19";0;0;1;0
"03";"29";"2020-04-19";0;0;3;0
"03";"39";"2020-04-19";0;0;5;0
"03";"49";"2020-04-19";0;0;10;0
"03";"59";"2020-04-19";0;0;2;0
"03";"69";"2020-04-19";2;0;2;0
"03";"79";"2020-04-19";2;2;2;0
"03";"89";"2020-04-19";1;0;1;0
"03";"90";"2020-04-19";0;0;0;0
"04";"0";"2020-04-19";17;2;90;0
"04";"09";"2020-04-19";0;0;0;0
"04";"19";"2020-04-19";1;0;2;0
"04";"29";"2020-04-19";0;0;15;0
"04";"39";"2020-04-19";0;0;12;0
"04";"49";"2020-04-19";1;0;10;0
"04";"59";"2020-04-19";2;1;18;0
"04";"69";"2020-04-19";4;1;18;0
"04";"79";"2020-04-19";3;0;12;0
"04";"89";"2020-04-19";5;0;3;0
"04";"90";"2020-04-19";0;0;0;0
"06";"0";"2020-04-19";25;4;44;5
"06";"09";"2020-04-19";0;0;0;0
"06";"19";"2020-04-19";1;1;2;0
"06";"29";"2020-04-19";0;0;6;0
"06";"39";"2020-04-19";3;0;4;0
"06";"49";"2020-04-19";5;1;11;1
"06";"59";"2020-04-19";5;0;10;2
"06";"69";"2020-04-19";5;2;7;0
"06";"79";"2020-04-19";1;0;2;1
"06";"89";"2020-04-19";4;0;2;1
"06";"90";"2020-04-19";0;0;0;0
"11";"0";"2020-04-19";12474;2254;12766;4756
"11";"09";"2020-04-19";0;0;0;1
"11";"19";"2020-04-19";34;10;81;3
"11";"29";"2020-04-19";146;26;477;10
"11";"39";"2020-04-19";418;104;1165;33
"11";"49";"2020-04-19";829;244;1803;90
"11";"59";"2020-04-19";1680;592;2667;329
"11";"69";"2020-04-19";2324;734;2639;676
"11";"79";"2020-04-19";2555;458;1971;1165
"11";"89";"2020-04-19";2776;52;1253;1531
"11";"90";"2020-04-19";1571;5;372;878
"24";"0";"2020-04-19";970;169;867;284
"24";"09";"2020-04-19";0;0;0;0
"24";"19";"2020-04-19";0;0;11;0
"24";"29";"2020-04-19";6;1;27;0
"24";"39";"2020-04-19";16;6;48;2
"24";"49";"2020-04-19";28;10;105;3
"24";"59";"2020-04-19";65;23;138;6
"24";"69";"2020-04-19";152;53;165;21
"24";"79";"2020-04-19";223;61;167;48
"24";"89";"2020-04-19";289;12;131;114
"24";"90";"2020-04-19";185;3;50;88
"27";"0";"2020-04-19";1327;239;1839;657
"27";"09";"2020-04-19";0;0;0;0
"27";"19";"2020-04-19";5;0;15;0
"27";"29";"2020-04-19";3;1;63;0
"27";"39";"2020-04-19";9;1;122;2
"27";"49";"2020-04-19";21;8;191;4
"27";"59";"2020-04-19";97;36;288;15
"27";"69";"2020-04-19";204;74;339;56
"27";"79";"2020-04-19";329;95;350;136
"27";"89";"2020-04-19";436;21;348;301
"27";"90";"2020-04-19";218;2;108;141
"28";"0";"2020-04-19";666;149;805;274
"28";"09";"2020-04-19";0;0;0;0
"28";"19";"2020-04-19";2;0;4;0
"28";"29";"2020-04-19";6;1;32;0
"28";"39";"2020-04-19";14;6;69;1
"28";"49";"2020-04-19";29;13;100;7
"28";"59";"2020-04-19";66;24;154;12
"28";"69";"2020-04-19";129;39;163;44
"28";"79";"2020-04-19";164;54;145;59
"28";"89";"2020-04-19";174;11;103;105
"28";"90";"2020-04-19";80;0;25;46
"32";"0";"2020-04-19";2539;472;2789;1094
"32";"09";"2020-04-19";0;0;0;0
"32";"19";"2020-04-19";10;0;10;0
"32";"29";"2020-04-19";26;4;122;1
"32";"39";"2020-04-19";53;10;230;2
"32";"49";"2020-04-19";111;38;367;9
"32";"59";"2020-04-19";252;86;539;46
"32";"69";"2020-04-19";473;159;498;139
"32";"79";"2020-04-19";574;141;493;245
"32";"89";"2020-04-19";716;30;364;438
"32";"90";"2020-04-19";304;1;124;209
"44";"0";"2020-04-19";4608;742;6139;2463
"44";"09";"2020-04-19";0;0;0;0
"44";"19";"2020-04-19";12;1;46;0
"44";"29";"2020-04-19";35;9;216;2
"44";"39";"2020-04-19";80;19;344;13
"44";"49";"2020-04-19";168;44;552;26
"44";"59";"2020-04-19";433;130;1029;65
"44";"69";"2020-04-19";842;256;1283;250
"44";"79";"2020-04-19";1096;238;1241;631
"44";"89";"2020-04-19";1303;40;965;1022
"44";"90";"2020-04-19";596;0;286;446
"52";"0";"2020-04-19";787;121;947;258
"52";"09";"2020-04-19";0;0;0;0
"52";"19";"2020-04-19";0;0;3;0
"52";"29";"2020-04-19";5;1;42;0
"52";"39";"2020-04-19";15;5;65;0
"52";"49";"2020-04-19";24;12;126;1
"52";"59";"2020-04-19";62;18;153;7
"52";"69";"2020-04-19";136;42;186;22
"52";"79";"2020-04-19";172;41;191;44
"52";"89";"2020-04-19";242;2;146;106
"52";"90";"2020-04-19";129;0;31;78
"53";"0";"2020-04-19";461;86;639;185
"53";"09";"2020-04-19";0;0;0;0
"53";"19";"2020-04-19";1;0;4;0
"53";"29";"2020-04-19";3;1;21;0
"53";"39";"2020-04-19";8;0;55;0
"53";"49";"2020-04-19";29;6;72;0
"53";"59";"2020-04-19";52;14;109;2
"53";"69";"2020-04-19";75;32;123;22
"53";"79";"2020-04-19";112;31;145;40
"53";"89";"2020-04-19";111;2;83;69
